session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
7550,3,38,153,14,2,78,13,6,78,3,128
7551,19,38,13,1,38,19,139,13,7,1,128
7552,13,7,19,78,1,78,1,1,15,38,128
7553,13,14,78,14,1,1,1,19,1,14,128
7554,1,1,13,1,1,14,14,14,1,1,128
7555,1,1,13,1,14,14,14,1,4,14,128
7556,14,1,14,1,14,14,14,14,1,1,128
7557,14,14,14,1,1,14,14,14,19,13,128
7558,1,14,19,75,13,6,75,75,14,19,128
7559,19,1,14,14,1,19,14,38,13,19,128
7560,1,1,13,499,78,19,8,499,75,15,128
7561,3,13,19,38,19,38,13,8,39,254,128
7562,3,2,3,2,2,6,3,13,3,6,128
7563,2,19,38,19,2,1,14,38,38,3,128
7564,6,19,13,14,6,3,75,1,75,13,128
7565,19,75,14,19,78,75,1,78,14,14,128
7566,1,19,78,19,19,1,13,1,14,14,128
7567,1,19,14,14,1,1,14,14,14,14,128
7568,78,1,14,14,1,19,19,14,14,1,128
7569,14,14,1,14,14,1,43,14,14,14,128
7570,14,1,1,14,14,13,14,14,1,14,128
7571,1,14,14,14,1,14,14,1,14,14,128
7572,1,14,14,14,14,1,1,14,14,1,128
7573,1,38,19,1,13,1,38,1,13,11,128
7574,153,19,1,13,868,11,1,75,38,1,128
7575,1,15,1,13,1,11,11,1,11,1,128
7576,11,11,1,11,11,1,11,11,1,11,128
7577,1,11,11,11,1,11,1,11,11,11,128
7578,1,11,1,13,11,11,1,11,11,11,128
7579,1,1,11,11,11,1,1,1,1,1,128
7580,13,19,19,7,13,1,19,139,13,75,128
7581,14,139,13,19,1,14,1,7,13,7,128
7582,1,1,1,1,1,1,7,1,7,1,128
7583,7,1,7,1,7,7,7,1,7,7,128
7584,1,7,1,7,7,7,7,1,1,7,128
7585,7,7,7,1,1,7,7,13,7,7,128
7586,1,7,1,7,7,1,7,7,7,19,128
7587,1,19,1,19,19,7,1,1,7,7,128
7588,7,1,75,7,1,7,1,1,75,1,128
7589,1,13,1,13,153,19,1,13,11,78,128
7590,11,1,11,75,1,11,1,13,14,19,128
7591,1,78,75,14,1,13,14,1,1,13,128
7592,1,1,14,1,14,14,1,14,14,14,128
7593,1,1,14,19,19,19,13,11,153,19,128
7594,1,13,11,13,38,1,1,11,1,11,128
7595,1,13,11,19,1,78,38,8,38,13,128
7596,78,139,1,19,75,78,19,8,13,1,128
7597,1,13,11,1,11,1,1,1,1,1,128
7598,11,1,11,1,11,1,11,11,11,1,128
7599,11,11,11,1,11,11,1,11,11,1,128
7600,11,11,19,1,11,1,19,11,11,13,128
7601,11,13,8,19,1,13,19,139,632,7,128
7602,13,1,75,6,13,7,78,6,1,13,128
7603,7,1,7,6,13,1,8,1,1,1,128
7604,1,13,8,1,1,8,1,1,8,1,128
7605,8,8,8,6,1,1,8,8,8,1,128
7606,8,1,8,8,1,8,1,8,1,8,128
7607,8,19,13,38,19,38,13,7,153,7,128
7608,13,1,19,6,38,7,1,75,1,19,128
7609,7,7,1,1,13,1,7,7,1,7,128
7610,7,1,7,7,1,19,7,7,1,7,128
7611,7,7,1,7,1,7,7,7,7,1,128
7612,1,7,7,7,7,1,7,7,1,13,128
7613,10,4,216,4,3,10,3,7,6,4,128
7614,3,6,7,1,21,3,7,7,3,65,128
7615,4,27,6,10,65,21,27,7,4,6,128
7616,4,30,1,9,3,4,30,7,4,1,128
7617,9,6,4,4,9,4,4,9,9,4,128
7618,4,318,33,23,318,33,4,6,318,23,128
7619,318,7,7,7,1,7,1,7,7,7,128
7620,318,7,1,1,1,318,1,1,318,9,128
7621,23,4,4,23,1,13,8,19,1,13,128
7622,8,75,1,8,1,1,1,8,1,4,128
7623,1,8,8,1,318,23,4,4,8,8,128
7624,318,1,78,8,8,1,8,318,318,8,128
7625,318,8,1,1,318,8,9,23,318,8,128
7626,4,318,8,8,1,8,1,8,8,8,128
7627,1,8,13,1,8,8,1,8,8,8,128
7628,8,1,1,8,8,8,1,8,1,8,128
7629,8,1,318,23,4,4,318,4,318,1,128
7630,318,23,9,4,4,1,318,13,1,1,128
7631,8,19,8,1,13,8,8,1,8,1,128
7632,318,1,1,13,1,8,8,1,1,8,128
7633,8,1,8,8,8,75,8,1,1,8,128
7634,8,8,8,1,8,8,1,8,8,1,128
7635,8,9,8,318,318,8,1,8,1,8,128
7636,8,13,1,1,318,1,23,1,13,1,128
7637,153,11,78,1,11,19,13,9,11,6,128
7638,9,13,19,1,1,1,1,1,11,11,128
7639,1,11,11,9,1,1,11,11,6,11,128
7640,11,1,11,11,1,11,11,1,9,23,128
7641,318,4,4,318,4,318,11,11,318,23,128
7642,4,4,318,1,11,3,318,9,11,4,128
7643,318,1,318,9,318,318,11,11,11,11,128
7644,1,1,11,11,4,13,11,11,1,11,128
7645,11,1,4,9,23,318,51,4,1,19,128
7646,1,1,1,13,7,19,1,13,7,6,128
7647,1,7,1,1,1,1,7,7,1,7,128
7648,7,1,7,7,19,7,7,1,7,1,128
7649,7,7,7,1,7,7,1,7,7,1,128
7650,7,7,7,7,1,7,7,4,13,4,128
7651,51,4,7,7,51,1,7,1,7,9,128
7652,7,7,1,1,1,13,1,13,11,1,128
7653,19,11,1,6,1,11,1,11,1,11,128
7654,1,11,11,1,11,11,11,11,1,1,128
7655,11,11,4,4,65,21,3,155,2,11,128
7656,11,15,1,1,11,11,9,11,11,1,128
7657,11,11,1,11,11,1,15,11,11,13,128
7658,11,11,1,1,11,11,11,11,1,11,128
7659,1,11,11,11,1,11,11,1,11,11,128
7660,1,11,11,1,1,4,21,10,27,4,128
7661,1,1,1,13,11,1,19,6,13,11,128
7662,6,1,11,6,11,11,1,1,11,13,128
7663,1,1,11,11,1,11,11,1,11,11,128
7664,1,19,11,11,1,11,11,11,11,1,128
7665,1,11,11,11,1,11,11,1,11,11,128
7666,1,11,11,11,13,1,11,1,11,11,128
7667,11,11,1,1,11,11,11,11,1,11,128
7668,11,1,11,11,1,11,1,1,1,13,128
7669,19,14,1,1,19,13,14,6,19,1,128
7670,19,1,1,1,14,14,1,14,1,1,128
7671,14,14,19,14,14,1,14,14,1,14,128
7672,14,1,14,14,1,14,14,1,14,14,128
7673,14,14,1,1,14,14,13,14,14,1,128
7674,14,14,1,14,14,1,14,14,14,1,128
7675,14,1,14,14,14,14,1,1,14,14,128
7676,14,14,1,14,14,1,14,14,1,1,128
7677,1,1,13,8,19,1,139,13,1,8,128
7678,19,6,8,1,1,13,1,19,1,8,128
7679,13,1,1,1,1,1,8,1,1,1,128
7680,8,1,8,8,8,1,1,19,1,8,128
7681,8,8,1,8,8,8,1,8,1,8,128
7682,8,8,8,1,1,8,8,8,8,1,128
7683,8,8,1,8,13,1,1,1,1,11,128
7684,19,13,19,1,13,11,11,6,1,1,128
7685,1,1,13,1,11,1,11,11,1,1,128
7686,11,11,11,1,11,11,1,11,1,11,128
7687,11,1,11,1,11,11,11,1,1,11,128
7688,11,11,13,11,1,11,11,1,11,11,128
7689,1,11,11,11,1,11,1,11,11,11,128
7690,11,1,1,11,11,11,1,11,1,11,128
7691,11,1,11,11,11,1,11,1,11,11,128
7692,11,11,1,1,11,11,11,1,11,1,128
7693,1,1,1,1,13,153,13,19,14,1,128
7694,6,19,19,1,1,14,1,1,14,1,128
7695,14,1,14,14,1,14,19,1,14,14,128
7696,1,14,14,1,14,14,14,1,1,14,128
7697,14,14,1,14,1,14,13,14,1,14,128
7698,14,14,1,1,1,1,13,1,13,8,128
7699,19,1,19,13,8,8,6,1,1,1,128
7700,1,13,1,8,1,8,1,1,8,8,128
7701,8,1,1,8,8,8,1,8,1,8,128
7702,8,1,8,8,8,1,8,1,8,13,128
7703,8,8,1,1,8,8,8,1,8,1,128
7704,1,1,1,7,1,13,19,1,13,7,128
7705,1,19,7,6,19,7,7,1,547,1,128
7706,13,1,7,7,1,7,7,1,7,7,128
7707,1,19,7,7,1,7,7,7,7,1,128
7708,7,7,7,7,1,7,1,7,7,7,128
7709,1,7,7,13,1,7,7,1,7,7,128
7710,7,7,1,7,7,7,7,1,7,1,128
7711,7,7,7,1,7,7,1,1,1,1,128
7712,13,1,7,19,1,13,1,13,7,6,128
7713,19,7,1,1,1,1,13,1,7,7,128
7714,1,7,7,1,7,7,7,7,1,7,128
7715,7,1,7,7,1,7,7,1,7,7,128
7716,1,7,7,7,7,1,1,7,7,13,128
7717,7,7,1,7,7,1,7,7,1,7,128
7718,7,1,7,7,1,7,7,7,7,1,128
7719,1,1,1,19,153,38,1,13,8,38,128
7720,19,13,8,1,75,75,13,19,75,78,128
7721,1,78,8,1,1,1,1,8,1,8,128
7722,8,1,1,8,8,8,78,8,1,8,128
7723,1,8,8,1,8,8,1,8,8,1,128
7724,8,8,8,8,1,1,8,13,8,8,128
7725,1,8,1,8,8,8,1,8,8,1,128
7726,8,8,1,8,8,1,1,19,1,1,128
7727,1,13,8,19,3,1,8,1,13,75,128
7728,1,8,19,1,1,19,13,1,1,8,128
7729,1,8,8,1,8,8,1,19,8,8,128
7730,1,8,8,8,8,1,1,8,8,8,128
7731,8,1,1,8,8,8,8,1,8,8,128
7732,1,13,1,1,1,13,11,19,1,13,128
7733,1,11,1,1,1,11,11,1,11,11,128
7734,1,1,11,11,75,11,11,1,1,11,128
7735,11,11,11,1,11,11,1,11,11,1,128
7736,11,11,11,11,1,1,11,11,13,11,128
7737,11,1,1,11,11,1,1,1,1,13,128
7738,7,7,13,19,1,1,1,1,1,1,128
7739,7,7,1,7,7,1,7,7,1,75,128
7740,7,7,1,7,7,1,7,7,1,7,128
7741,7,7,7,1,7,7,7,7,1,7,128
7742,1,7,13,7,7,1,7,7,1,7,128
7743,7,1,1,13,1,11,19,1,13,11,128
7744,1,1,1,1,1,11,11,1,11,11,128
7745,1,11,11,11,75,1,11,1,11,11,128
7746,11,11,1,1,11,11,11,11,1,11,128
7747,11,1,11,11,1,11,11,13,11,1,128
7748,11,1,11,11,11,11,1,1,11,11,128
7749,11,11,1,11,11,1,11,11,1,11,128
7750,11,1,1,1,1,13,1,13,1,19,128
7751,11,13,11,1,11,1,75,19,11,1,128
7752,1,11,1,13,1,11,11,1,11,1,128
7753,11,1,11,11,11,19,11,1,1,11,128
7754,11,11,11,1,11,1,11,11,11,1,128
7755,11,11,11,1,1,11,11,11,13,11,128
7756,1,11,1,11,11,11,1,11,11,1,128
7757,11,11,1,11,11,11,11,1,1,11,128
7758,1,1,1,13,1,14,19,14,19,1,128
7759,13,19,1,75,19,1,19,1,1,1,128
7760,14,1,14,14,1,14,14,1,14,14,128
7761,1,14,14,14,1,14,1,14,14,14,128
7762,14,1,1,14,14,14,14,1,14,14,128
7763,1,13,14,14,1,14,14,14,1,14,128
7764,1,14,14,14,14,1,1,14,14,14,128
7765,14,1,14,14,1,14,14,1,14,14,128
7766,14,1,14,1,1,1,13,1,1,19,128
7767,8,1,8,13,75,1,1,8,8,13,128
7768,1,1,8,8,1,8,8,1,8,8,128
7769,19,8,1,1,8,8,8,8,1,8,128
7770,1,8,8,8,1,8,8,1,8,8,128
7771,1,8,8,13,8,1,1,1,1,13,128
7772,1,13,11,1,19,11,1,13,1,1,128
7773,1,13,1,11,1,11,11,1,1,11,128
7774,11,11,75,1,11,11,1,11,1,4,128
7775,60,60,60,60,39,3,2,2,3,6,128
7776,2,3,6,19,13,38,2,38,19,6,128
7777,38,78,38,78,15,78,38,15,15,15,128
7778,15,15,15,15,15,15,3,19,38,13,128
7779,6,78,11,78,13,19,38,75,75,6,128
7780,75,1,75,43,81,13,106,13,11,237,128
7781,38,13,11,11,78,1,38,13,1,13,128
7782,11,1,11,1,1,11,1,11,11,1,128
7783,11,11,1,11,1,78,11,11,1,11,128
7784,11,1,11,11,11,1,1,11,11,11,128
7785,1,11,11,1,13,11,11,1,11,1,128
7786,1,38,19,13,1,1,19,1,1,3,128
7787,216,4,10,21,4,65,27,10,21,65,128
7788,27,4,4,30,3,4,9,6,30,3,128
7789,10,33,4,9,6,33,4,155,3,4,128
7790,9,43,21,155,2,43,81,27,4,21,128
7791,10,65,60,60,60,60,3,2,2,3,128
7792,6,2,3,6,43,2,2383,900,798,274,128
7793,963,963,1277,798,1022,798,963,900,2383,1277,128
7794,274,1022,963,798,1277,2383,900,709,383,798,128
7795,509,963,1277,279,53,591,383,6,279,3,128
7796,1277,509,494,274,53,6,22,2129,10,6,128
7797,279,22,10,3,383,20,6,53,494,22,128
7798,128,3020,1277,6,20,53,383,2273,494,6,128
7799,279,2273,20,2,509,509,509,798,900,509,128
7800,383,4521,226,961,274,120,963,279,494,53,128
7801,1022,6,20,591,383,274,53,279,509,193,128
7802,106,53,383,494,279,106,20,245,2943,6,128
7803,494,279,53,383,494,20,6,509,509,509,128
7804,798,900,274,798,1022,494,53,279,509,383,128
7805,509,20,6,53,383,279,591,279,383,53,128
7806,494,20,6,20,509,798,509,279,4204,900,128
7807,509,383,53,494,279,1022,509,20,6,53,128
7808,383,591,203,279,494,20,6,509,2,921,128
7809,694,2,921,6,274,694,226,3,130,5,128
7810,921,53,20,494,274,226,921,1041,1513,3638,128
7811,3,106,226,274,921,921,245,694,1333,921,128
7812,10,6,1333,2,1513,130,53,10,921,694,128
7813,5,1333,694,53,20,10,4422,214,87,6,128
7814,694,943,10,921,53,2,694,5,130,20,128
7815,694,1333,1513,53,2,87,214,694,6,2,128
7816,921,87,53,2,694,5,130,1513,694,53,128
7817,1333,694,53,20,2,6,1266,2,2,1266,128
7818,2,2,1266,1266,2,2,1266,1266,2,1266,128
7819,2,2776,496,1848,207,6,207,2,574,643,128
7820,695,780,498,601,2459,574,6,498,10,3,128
7821,207,1848,2459,6,643,207,77,3,574,2776,128
7822,2,643,574,3,574,695,1848,6,574,1848,128
7823,2459,77,207,3,798,963,1277,509,798,274,128
7824,900,900,509,53,1022,383,494,279,6,900,128
7825,20,509,1837,509,274,798,226,383,226,274,128
7826,509,279,2129,494,53,900,1022,900,509,383,128
7827,279,20,494,53,6,279,53,383,494,20,128
7828,6,279,494,383,53,20,6,53,279,383,128
7829,279,494,6,53,383,494,20,6,3,2,128
7830,20,2,2,2,963,900,798,274,1022,342,128
7831,963,1022,279,798,2,963,1022,963,798,509,128
7832,383,279,591,53,509,383,274,494,279,2129,128
7833,53,509,6,20,453,130,5,226,274,694,128
7834,22,2,20,274,226,53,694,1333,694,226,128
7835,1513,274,106,237,173,4349,106,6,2,921,128
7836,2,130,1513,53,694,5,53,694,1333,6,128
7837,694,921,20,6,53,2,2,1835,1737,1737,128
7838,1737,248,2,1737,1737,2,3,2,6,3,128
7839,2,1755,244,3,1755,1755,3,22,15,105,128
7840,6,290,22,1755,3,5,4365,127,22,10,128
7841,20,6,1755,127,22,20,127,3,6,2,128
7842,22,13,8,38,2,8,78,38,13,1,128
7843,38,8,19,6,13,13,1,6,8,1,128
7844,1,1,1,8,1,1,1,1,1,1,128
7845,19,8,1,38,1,15,19,19,1,8,128
7846,8,1,1,1,8,1,1,1,8,8,128
7847,1,1,1,1,8,1,8,1,8,1,128
7848,1,1,8,8,8,8,2,462,60,60,128
7849,60,60,39,39,254,3,81,43,10,21,128
7850,4,65,27,10,21,65,27,4,30,4,128
7851,10,6,30,9,9,6,51,3,3,4,128
7852,4,33,51,43,33,9,6,4,4,4,128
7853,4,9,6,3,21,27,10,65,4,21,128
7854,3,3,2,2,3,6,2,3252,3252,43,128
7855,3,81,6,2,1096,43,2,2,4669,2,128
7856,2,2,4764,2,3,3,2,2,3,6,128
7857,2,2883,3,6,2,81,43,2,2,4710,128
7858,355,355,3,2,3643,355,1160,1160,1160,18,128
7859,5,17,5,1160,1160,1160,1160,1160,2545,1672,128
7860,2545,2545,1672,2,2,40,2239,2239,2239,2,128
7861,40,2,3,2,3,6,2,3625,2,2065,128
7862,226,2065,3,6,1041,22,44,130,1041,6,128
7863,105,15,3,10,473,20,44,6,2065,105,128
7864,53,130,18,5,2065,943,6,10,20,17,128
7865,6,3,473,2,53,216,4,10,21,4,128
7866,27,65,10,21,30,4,3,65,27,6,128
7867,9,9,3,30,4,33,4,9,4,10,128
7868,6,51,33,4,23,43,4,9,51,4,128
7869,6,23,9,1049,6,4,6,4,51,3,128
7870,155,2,3,10,4,21,27,9,65,38,128
7871,13,38,19,19,38,38,19,38,38,19,128
7872,6,78,38,15,13,6,78,10,78,6,128
7873,10,38,19,13,8,1,1,13,8,13,128
7874,19,1,1,15,1,15,1,15,15,15,128
7875,1,15,15,1,13,3,19,38,38,19,128
7876,13,7,38,6,7,1,13,19,38,78,128
7877,13,7,1,3,6,75,1,19,75,7,128
7878,1,1,7,1,7,19,19,7,1,7,128
7879,7,43,19,7,1,7,7,7,1,7,128
7880,1,7,7,1,7,7,1,7,1,7,128
7881,7,13,7,1,7,7,7,1,7,1,128
7882,7,7,1,7,7,1,7,1,7,7,128
7883,1,7,7,7,1,7,1,7,7,1,128
7884,7,7,7,1,1,7,7,7,1,7,128
7885,1,7,7,1,7,1,7,7,1,7,128
7886,7,1,1,7,7,7,1,7,7,7,128
7887,1,7,1,7,7,1,7,7,7,1,128
7888,1,7,7,7,1,7,7,7,1,7,128
7889,1,7,7,1,7,7,1,1,7,7,128
7890,7,1,1,7,7,7,1,7,1,7,128
7891,7,1,7,7,7,1,1,7,7,7,128
7892,1,7,7,7,1,7,1,7,7,1,128
7893,7,7,1,7,1,7,7,7,1,7,128
7894,7,7,1,7,1,7,7,1,7,1,128
7895,7,7,1,7,7,7,1,1,7,7,128
7896,7,1,7,1,7,7,1,7,7,1,128
7897,7,1,7,7,7,1,7,7,7,1,128
7898,1,7,7,7,1,7,1,7,7,1,128
7899,7,7,7,1,7,7,7,1,1,7,128
7900,7,1,7,7,1,7,1,7,7,7,128
7901,1,7,7,7,1,7,1,7,7,1,128
7902,7,7,1,7,1,1,19,1,1,13,128
7903,38,75,3,2,2,3,6,2,3,6,128
7904,2,1304,767,1304,2,10,4,216,3,10,128
7905,4,6,3,4,6,21,3,6,6,65,128
7906,27,10,21,65,4,27,30,3,9,4,128
7907,33,4,30,9,33,4,6,6,4,4,128
7908,9,3294,10,3294,3,6,4,9,10,21,128
7909,155,2,3,6,3,10,27,65,21,10,128
7910,4,3,216,4,10,21,4,65,27,65,128
7911,27,10,21,4,4,30,3,4,6,9,128
7912,9,30,3,6,10,33,4,6,33,4,128
7913,4,9,43,81,4,9,9,9,3,2,128
7914,9,3,9,1844,3,2,1844,9,9,6,128
7915,9,4,4,10,4,10,9,4,9,155,128
7916,21,3,2,155,21,10,27,4,9,65,128
7917,3,43,81,10,216,4,10,4,21,4,128
7918,27,65,21,27,65,10,4,4,30,4,128
7919,3,6,9,4,30,3,10,4,9,33,128
7920,9,33,9,6,4,9,6,4,9,6,128
7921,4,9,4,9,6,4,9,4,6,4,128
7922,9,4,9,4,51,4,23,4,51,23,128
7923,6,9,51,4,9,4,4,4,4,4,128
7924,9,4,4,4,4,9,4,4,4,4,128
7925,4,10,3,9,6,4,21,21,65,27,128
7926,10,4,3,30,9,33,6,4,6,9,128
7927,4,4,4,4,51,51,23,9,4,51,128
7928,9,6,4,51,9,6,4,4,4,9,128
7929,4,6,4,155,9,4,3,10,2,21,128
7930,65,27,10,4,21,4,10,216,4,21,128
7931,10,65,27,27,65,10,4,21,4,30,128
7932,3,6,9,4,30,3,10,9,6,33,128
7933,4,51,9,6,33,6,23,4,6,23,128
7934,9,4,23,3,51,2,9,21,155,65,128
7935,4,21,10,27,210,2,3,3,6,6,128
7936,3,2,571,571,793,44,18,17,5,793,128
7937,571,571,571,18,793,17,5,3,2,2,128
7938,2,1052,1052,5,1052,18,17,5,1052,1052,128
7939,18,17,5,1052,1052,1052,17,18,5,1052,128
7940,1052,5,17,18,18,5,17,17,18,5,128
7941,17,5,18,1533,2,419,1533,410,2,410,128
7942,410,410,410,410,410,410,410,410,410,410,128
7943,410,410,410,410,410,410,216,4,10,10,128
7944,4,21,27,65,21,27,10,4,65,4,128
7945,3,30,6,9,10,3,30,9,4,33,128
7946,4,9,33,9,4,6,6,4,4,9,128
7947,4,9,6,4,4,51,4,4780,4599,4897,128
7948,23,4,9,4,51,4,9,51,6,23,128
7949,9,4,4,571,44,5,793,18,17,571,128
7950,18,5,793,17,9,4,9,6,4,4,128
7951,3,2,9,9,9,2,410,410,410,410,128
7952,410,6,9,410,410,410,410,410,410,410,128
7953,9,410,410,410,3,410,410,410,410,410,128
7954,4,3,21,2,155,27,10,4,21,65,128
7955,60,60,3,60,60,43,81,39,39,114,128
7956,561,114,114,114,561,114,114,114,114,561,128
7957,114,114,114,114,114,114,561,114,114,561,128
7958,114,114,114,114,114,114,114,561,114,114,128
7959,114,114,114,114,114,114,114,114,114,114,128
7960,114,114,114,114,114,114,114,114,114,114,128
7961,114,10,4,216,21,4,65,27,65,4,128
7962,27,21,10,30,3,6,9,3,4,9,128
7963,30,33,4,9,10,6,9,33,4,4,128
7964,155,4,9,155,2,3,21,4,10,21,128
7965,65,27,10,21,3,27,65,4,30,9,128
7966,33,9,6,23,4,4,9,6,23,9,128
7967,9,4893,4,9,4,4,4,4,21,10,128
7968,3,9,3,4,216,10,21,4,27,65,128
7969,65,27,4,21,10,4,30,30,3,9,128
7970,6,9,10,4,6,4,33,51,9,4,128
7971,4,9,33,6,51,51,4,9,23,81,128
7972,43,114,561,114,114,114,114,114,561,114,128
7973,4,114,114,114,114,114,114,114,9,6,128
7974,23,9,9,9,4,4,4,4,4,4,128
7975,4,4,4,4,3,216,4,10,21,4,128
7976,65,27,30,27,65,4,10,21,4,6,128
7977,30,9,6,9,10,3,33,4,3,33,128
7978,4,9,4,10,2,6,3,155,21,65,128
7979,4,21,10,27,43,216,4,10,21,4,128
7980,65,27,30,27,65,4,10,21,4,6,128
7981,30,9,9,4,10,6,9,4,3,33,128
7982,33,4,6,3,51,9,9,4,23,4,128
7983,43,51,9,6,23,9,4,4,3,51,128
7984,155,23,2,65,4,21,10,27,4,3,128
7985,216,10,21,4,65,27,10,65,27,21,128
7986,4,4,6,3,30,9,30,6,33,4,128
7987,9,6,9,33,10,4,81,43,4,9,128
7988,4,9,155,2,3,10,21,4,65,10,128
7989,27,21,3,2,6,3,3,2,6,43,128
7990,216,4,10,21,4,65,27,30,27,65,128
7991,4,10,21,6,30,9,4,6,4,9,128
7992,3,33,4,10,3,33,4,4,9,6,128
7993,4,4,9,43,4,10,3,9,155,4,128
7994,2,4,21,10,27,65,3,216,4,10,128
7995,21,4,27,65,10,65,21,27,4,3,128
7996,30,4,9,6,30,3,10,33,4,9,128
7997,6,4,33,43,81,9,4,4,9,9,128
7998,4,3,2,155,10,2,21,65,10,27,128
7999,4,21,43,571,571,793,44,5,571,793,128
8000,18,17,571,571,17,43,571,793,5,4,128
8001,216,10,21,4,65,27,27,21,65,4,128
8002,10,4,3,30,9,6,4,30,33,10,128
8003,3,9,6,4,9,9,33,6,9,51,128
8004,4,23,51,4,9,4,6,23,9,4,128
8005,21,3,2,155,4,21,10,27,65,4,128
8006,216,10,21,4,65,27,27,4,65,10,128
8007,21,30,3,4,6,9,9,3,9,33,128
8008,4,10,9,33,4,43,4,6,6,9,128
8009,6,3,2,9,3,9,415,176,163,2,128
8010,375,408,367,393,384,402,9,3,366,98,128
8011,385,192,98,163,176,385,176,176,163,385,128
8012,385,408,385,2,3,9,9,9,2,9,128
8013,9,9,4,4,4,4,4,4,9,4,128
8014,4,4,9,4,4,10,4,1371,1371,367,128
8015,10,1371,385,9,2,3,9,6,9,4,128
8016,4,4,9,4,9,4,4,4,3,155,128
8017,21,2,2,4,21,10,27,65,216,4,128
8018,10,21,4,65,27,4,10,21,65,27,128
8019,30,3,9,6,30,4,3,33,4,4,128
8020,33,6,9,10,9,9,6,6,43,6,128
8021,4,9,4,3,9,155,155,3,21,2,128
8022,4,21,10,27,65,3,3,2,2,3,128
8023,6,2,6,3,43,81,2,38,13,11,128
8024,153,78,38,78,38,1,19,13,3,19,128
8025,139,78,13,868,38,3,139,6,1,13,128
8026,11,38,19,19,11,1,13,78,78,13,128
8027,11,3,1,1,1,11,11,1,1,1,128
8028,11,1,1,38,11,15,1,11,11,78,128
8029,11,11,1,1,11,11,11,1,11,1,128
8030,11,11,1,11,11,1,11,1,11,11,128
8031,13,11,1,1,11,11,11,1,11,1,128
8032,11,11,1,11,11,1,11,11,1,11,128
8033,11,11,1,1,11,11,11,1,1,11,128
8034,11,11,1,11,11,1,11,1,11,11,128
8035,1,11,1,11,11,1,11,11,1,11,128
8036,11,1,11,11,1,11,1,11,11,11,128
8037,1,11,1,11,11,1,11,1,11,11,128
8038,1,11,11,11,1,1,11,11,11,1,128
8039,1,11,11,11,1,11,11,1,11,1,128
8040,11,11,1,11,1,11,11,11,1,1,128
8041,11,11,11,1,11,1,11,11,1,11,128
8042,11,1,11,1,11,11,11,1,1,11,128
8043,11,11,1,11,1,11,11,1,11,11,128
8044,11,1,1,11,11,11,1,1,11,11,128
8045,11,11,1,11,1,11,11,1,11,11,128
8046,1,11,1,11,11,11,1,1,11,11,128
8047,11,1,11,11,1,11,1,11,11,1,128
8048,11,1,11,11,11,1,1,11,11,11,128
8049,1,11,1,11,11,1,11,11,1,11,128
8050,1,11,11,11,1,1,11,11,1,11,128
8051,11,1,11,11,1,11,11,1,11,1,128
8052,11,11,11,1,1,11,11,11,1,1,128
8053,11,11,11,1,11,1,11,1,11,11,128
8054,11,1,1,11,11,1,11,1,11,11,128
8055,1,11,11,1,11,11,1,11,11,1,128
8056,11,1,11,1,11,1,11,1,11,11,128
8057,1,1,19,38,1,1,13,38,1,1,128
8058,13,8,13,1,19,8,38,8,75,6,128
8059,75,19,75,8,1,8,1,1,1,8,128
8060,8,1,8,8,1,8,8,1,19,8,128
8061,8,1,8,8,8,1,8,1,8,8,128
8062,8,1,8,8,1,8,8,1,8,8,128
8063,8,13,1,8,1,8,8,8,8,1,128
8064,1,8,8,8,8,1,8,1,8,8,128
8065,8,1,8,8,1,8,8,1,8,8,128
8066,8,8,1,1,8,8,8,8,1,8,128
8067,1,8,8,8,1,8,8,1,8,1,128
8068,8,8,1,1,8,1,8,8,1,8,128
8069,8,1,8,8,8,8,1,1,8,8,128
8070,8,8,1,8,1,8,8,8,1,8,128
8071,8,1,8,8,1,8,8,8,1,8,128
8072,1,8,8,8,8,1,1,8,8,8,128
8073,8,1,8,1,8,8,8,1,8,8,128
8074,8,1,8,1,8,8,8,8,1,1,128
8075,8,8,8,1,8,8,1,8,8,1,128
8076,8,8,1,1,1,1,8,8,8,1,128
8077,8,1,8,8,8,8,1,1,8,8,128
8078,1,8,8,1,8,8,1,8,8,1,128
8079,8,8,1,8,8,8,8,1,1,8,128
8080,8,8,8,1,8,1,8,8,8,1,128
8081,8,8,1,8,1,8,8,8,8,1,128
8082,1,8,8,8,8,1,8,8,1,8,128
8083,8,1,8,8,8,1,8,1,8,8,128
8084,8,8,1,1,8,8,8,8,1,8,128
8085,1,8,8,8,1,8,8,1,8,8,128
8086,1,8,8,8,8,1,1,8,8,8,128
8087,8,1,1,8,8,8,8,1,8,8,128
8088,1,8,1,8,8,8,8,1,8,1,128
8089,8,8,8,1,8,1,1,1,15,15,128
8090,15,15,15,1,15,15,3,1,13,75,128
8091,75,38,19,38,13,1,1624,19,13,38,128
8092,578,11,19,13,1,578,19,139,13,75,128
8093,1,19,7,13,19,1,1,11,13,19,128
8094,11,11,19,1,1,1,1,11,1,1,128
8095,1,11,11,1,11,11,1,11,11,13,128
8096,13,1,19,8,75,1,8,3,75,19,128
8097,19,1,8,1,19,8,1,13,1,8,128
8098,1,8,8,1,8,1,8,8,1,8,128
8099,8,8,1,8,1,8,8,8,1,1,128
8100,8,8,1,8,8,1,13,8,8,1,128
8101,8,8,1,1,1,1,6,10,216,4,128
8102,4,3,4,6,3,6,21,6,65,6,128
